Make,Model,Year,Price,Mileage,Body Type,Cylinders,Transmission,Fuel Type,Color,Location,Description,Condition
Audi,S8,2015,615248,121068,Sedan,8,Automatic Transmission,Gasoline,Blue, Abu Dhabi,"2015 Audi S8 With Sunroof, Leather Seats, Navigation System", Engine Repaired
Mercedes-Benz,S-Class,2006,188173,192106,Sedan,8,Automatic Transmission,Gasoline,Silver, Dubai,"2006 Mercedes-Benz S-Class With Navigation System, Sunroof, Leather Seats", Minor Scratches
Honda,Accord,2022,26538,257358,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai,"2022 Honda Accord With Bluetooth, Rear Camera, Sunroof", Engine Repaired
Ford,Ranger,2011,142086,288119,Pick Up Truck,4,Automatic Transmission,Diesel,Grey, Dubai,"2011 Ford Ranger With Bluetooth, Adaptive Cruise Control, Sunroof, Rear Camera", No Damage
Mercedes-Benz,C-Class,2012,172497,207084,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai,"2012 Mercedes-Benz C-Class With Sunroof, Adaptive Cruise Control", Engine Repaired
Honda,Cr-V,2016,118414,197820,SUV,4,Automatic Transmission,Gasoline,Grey, Dubai,"2016 Honda Cr-V With Navigation System, Sunroof, Bluetooth", Dented Door
Chevrolet,Captiva,2022,37158,103970,SUV,4,Automatic Transmission,Gasoline,Burgundy, Sharjah,"2022 Chevrolet Captiva With Adaptive Cruise Control, Leather Seats, Rear Camera, Navigation System", No Damage
Bmw,X7,2014,393957,164568,SUV,8,Automatic Transmission,Gasoline,Other Color, Dubai,"2014 Bmw X7 With Navigation System, Bluetooth", Engine Repaired
Audi,Q5,2014,39875,82935,SUV,4,Automatic Transmission,Gasoline,Blue, Dubai,"2014 Audi Q5 With Adaptive Cruise Control, Leather Seats, Bluetooth", Minor Scratches
Rolls-Royce,Cullinan,2009,1876401,121489,SUV,12,Automatic Transmission,Gasoline,Black, Dubai,"2009 Rolls-Royce Cullinan With Sunroof, Rear Camera, Adaptive Cruise Control", Accident History
Infiniti,Ex35,2019,16047,211933,SUV,6,Automatic Transmission,Gasoline,Silver, Abu Dhabi,"2019 Infiniti Ex35 With Bluetooth, Adaptive Cruise Control", No Damage
Cadillac,Xt4,2022,82813,264596,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2022 Cadillac Xt4 With Rear Camera, Leather Seats", Engine Repaired
Mercedes-Benz,C-Class,2014,28692,138715,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2014 Mercedes-Benz C-Class With Navigation System, Rear Camera, Sunroof", Accident History
Mercedes-Benz,S-Class,2019,409806,101816,Sedan,8,Automatic Transmission,Gasoline,White, Dubai,"2019 Mercedes-Benz S-Class With Sunroof, Navigation System, Leather Seats", Accident History
Bmw,5-Series,2007,151016,225088,Sedan,6,Automatic Transmission,Gasoline,White, Abu Dhabi,"2007 Bmw 5-Series With Rear Camera, Navigation System, Bluetooth", Dented Door
Nissan,Patrol,2014,89151,78920,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2014 Nissan Patrol With Adaptive Cruise Control, Sunroof, Rear Camera", Accident History
Rolls-Royce,Dawn,2007,1187958,223911,Soft Top Convertible,12,Automatic Transmission,Gasoline,Gold, Dubai,"2007 Rolls-Royce Dawn With Rear Camera, Adaptive Cruise Control, Navigation System, Bluetooth", Accident History
Chevrolet,Captiva,2009,21823,141871,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai,"2009 Chevrolet Captiva With Navigation System, Leather Seats", Dented Door
Toyota,Hilux,2018,89467,121167,Pick Up Truck,4,Manual Transmission,Gasoline,White, Dubai,"2018 Toyota Hilux With Rear Camera, Sunroof", Engine Repaired
Toyota,Tundra,2022,270598,265572,Pick Up Truck,6,Automatic Transmission,Gasoline,White, Dubai,"2022 Toyota Tundra With Adaptive Cruise Control, Navigation System, Bluetooth, Leather Seats", No Damage
Bmw,X6,2015,280174,245173,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2015 Bmw X6 With Adaptive Cruise Control, Leather Seats, Rear Camera, Navigation System", No Damage
Volkswagen,Touareg,2007,156011,238979,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2007 Volkswagen Touareg With Leather Seats, Sunroof, Adaptive Cruise Control, Bluetooth", Minor Scratches
Ford,Figo,2006,20508,149585,Sedan,4,Automatic Transmission,Gasoline,White, Sharjah,"2006 Ford Figo With Sunroof, Navigation System, Rear Camera", Accident History
Toyota,Rav-4,2009,51108,61128,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2009 Toyota Rav-4 With Bluetooth, Leather Seats, Adaptive Cruise Control, Rear Camera", Minor Scratches
Jeep,Gladiator,2016,244916,269945,Pick Up Truck,6,Automatic Transmission,Gasoline,White, Dubai,"2016 Jeep Gladiator With Adaptive Cruise Control, Rear Camera, Navigation System", No Damage
Honda,Odyssey,2015,32786,143200,Van,6,Automatic Transmission,Gasoline,Grey, Dubai,"2015 Honda Odyssey With Adaptive Cruise Control, Navigation System, Sunroof", Engine Repaired
Mercedes-Benz,E-Class,2015,218432,263690,Coupe,4,Automatic Transmission,Gasoline,White, Dubai,"2015 Mercedes-Benz E-Class With Leather Seats, Sunroof, Rear Camera, Navigation System", Minor Scratches
Toyota,Rav-4,2011,31678,167504,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2011 Toyota Rav-4 With Navigation System, Sunroof, Bluetooth, Rear Camera", Dented Door
Mercedes-Benz,E-Class,2015,46434,131010,Coupe,6,Automatic Transmission,Gasoline,Blue, Dubai,"2015 Mercedes-Benz E-Class With Leather Seats, Adaptive Cruise Control", No Damage
Nissan,Pathfinder,2006,75646,86083,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai,"2006 Nissan Pathfinder With Rear Camera, Leather Seats", Repainted Bumper
Mercedes-Benz,A-Class,2024,148895,179083,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai,"2024 Mercedes-Benz A-Class With Rear Camera, Bluetooth, Leather Seats", Engine Repaired
Land-Rover,Range-Rover,2008,190172,210541,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2008 Land-Rover Range-Rover With Rear Camera, Leather Seats", Repainted Bumper
Mercedes-Benz,C-Class,2020,154534,295227,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2020 Mercedes-Benz C-Class With Leather Seats, Sunroof", No Damage
Bmw,5-Series,2016,56367,225426,Sedan,4,Automatic Transmission,Gasoline,Blue, Abu Dhabi,"2016 Bmw 5-Series With Rear Camera, Navigation System, Adaptive Cruise Control, Sunroof", Minor Scratches
Porsche,Cayenne,2007,62437,270850,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2007 Porsche Cayenne With Navigation System, Bluetooth, Rear Camera, Sunroof", Engine Repaired
Dodge,Charger,2009,41430,290857,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai,"2009 Dodge Charger With Navigation System, Leather Seats, Adaptive Cruise Control, Sunroof", Dented Door
Chevrolet,Equinox,2024,62515,294611,SUV,4,Automatic Transmission,Gasoline,Black, Dubai,"2024 Chevrolet Equinox With Bluetooth, Sunroof, Leather Seats", Repainted Bumper
Audi,A8,2023,83647,243189,Sedan,8,Automatic Transmission,Gasoline,Grey, Dubai,"2023 Audi A8 With Leather Seats, Navigation System", No Damage
Lexus,Es-Series,2019,21467,103936,Sedan,6,Automatic Transmission,Gasoline,White, Dubai,"2019 Lexus Es-Series With Sunroof, Adaptive Cruise Control, Navigation System", Repainted Bumper
Land-Rover,Range-Rover,2008,140542,279599,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2008 Land-Rover Range-Rover With Leather Seats, Sunroof, Adaptive Cruise Control, Rear Camera", Minor Scratches
Gmc,Acadia,2012,34056,212386,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai,"2012 Gmc Acadia With Sunroof, Navigation System, Bluetooth", No Damage
Mercedes-Benz,G-Class,2013,1053273,282888,Wagon,8,Automatic Transmission,Gasoline,White, Dubai,"2013 Mercedes-Benz G-Class With Adaptive Cruise Control, Leather Seats", Dented Door
Bmw,7-Series,2016,455444,238794,Sedan,8,Automatic Transmission,Gasoline,Black, Dubai,"2016 Bmw 7-Series With Bluetooth, Rear Camera", Engine Repaired
Toyota,Land-Cruiser,2014,301554,31292,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2014 Toyota Land-Cruiser With Adaptive Cruise Control, Rear Camera, Navigation System", Dented Door
Kia,Optima,2021,54753,196220,Sedan,4,Automatic Transmission,Gasoline,White, Sharjah,"2021 Kia Optima With Sunroof, Leather Seats", Engine Repaired
Dodge,Challenger,2006,111897,106420,Sports Car,8,Automatic Transmission,Gasoline,Grey, Dubai,"2006 Dodge Challenger With Rear Camera, Adaptive Cruise Control", Minor Scratches
Bmw,X1,2005,121411,277239,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2005 Bmw X1 With Adaptive Cruise Control, Rear Camera, Leather Seats, Bluetooth", Engine Repaired
Toyota,Land-Cruiser,2006,394716,220305,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2006 Toyota Land-Cruiser With Leather Seats, Adaptive Cruise Control", Accident History
Volkswagen,Teramont,2022,137041,278791,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2022 Volkswagen Teramont With Sunroof, Bluetooth", Engine Repaired
Mercedes-Benz,G-Class,2024,793384,168548,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2024 Mercedes-Benz G-Class With Rear Camera, Sunroof", Repainted Bumper
Volkswagen,Scirocco,2024,37200,24119,Hatchback,4,Automatic Transmission,Gasoline,Grey, Dubai,"2024 Volkswagen Scirocco With Sunroof, Navigation System, Adaptive Cruise Control", Dented Door
Ford,F-Series-Pickup,2018,153989,21933,Pick Up Truck,6,Automatic Transmission,Gasoline,Black, Dubai,"2018 Ford F-Series-Pickup With Adaptive Cruise Control, Navigation System", Minor Scratches
Mercedes-Benz,G-Class,2019,769927,141273,SUV,8,Automatic Transmission,Gasoline,Black,Al Ain,"2019 Mercedes-Benz G-Class With Sunroof, Bluetooth, Leather Seats, Navigation System", No Damage
Mitsubishi,L200,2012,46548,187524,Pick Up Truck,4,Manual Transmission,Diesel,White, Dubai,"2012 Mitsubishi L200 With Adaptive Cruise Control, Rear Camera, Leather Seats", Repainted Bumper
Mercedes-Benz,G-Class,2023,1402910,77928,SUV,8,Automatic Transmission,Gasoline,Blue, Dubai,"2023 Mercedes-Benz G-Class With Leather Seats, Rear Camera, Navigation System", Repainted Bumper
Dodge,Charger,2023,67213,31683,Sedan,8,Automatic Transmission,Gasoline,Brown, Sharjah,"2023 Dodge Charger With Navigation System, Leather Seats, Rear Camera", Accident History
Bentley,Bentayga,2019,592515,232313,SUV,12,Automatic Transmission,Gasoline,Blue, Dubai,"2019 Bentley Bentayga With Navigation System, Rear Camera, Sunroof, Leather Seats", Engine Repaired
Mitsubishi,Pajero,2020,85166,221639,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2020 Mitsubishi Pajero With Navigation System, Adaptive Cruise Control, Leather Seats", Repainted Bumper
Ford,Ranger,2005,165400,216885,Pick Up Truck,4,Automatic Transmission,Gasoline,Black, Dubai,"2005 Ford Ranger With Adaptive Cruise Control, Rear Camera, Sunroof, Leather Seats", Engine Repaired
Land-Rover,Range-Rover-Sport,2011,139803,119405,SUV,8,Automatic Transmission,Gasoline,White, Abu Dhabi,"2011 Land-Rover Range-Rover-Sport With Navigation System, Bluetooth, Leather Seats, Rear Camera", No Damage
Toyota,Hilux,2024,127143,131297,Pick Up Truck,4,Automatic Transmission,Gasoline,Grey, Dubai,"2024 Toyota Hilux With Adaptive Cruise Control, Sunroof, Rear Camera, Navigation System", No Damage
Jaguar,Xf,2014,69219,80951,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai,"2014 Jaguar Xf With Adaptive Cruise Control, Leather Seats", Minor Scratches
Jeep,Grand-Cherokee,2007,280111,117375,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2007 Jeep Grand-Cherokee With Rear Camera, Adaptive Cruise Control", Engine Repaired
Cadillac,Escalade,2006,183031,283332,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2006 Cadillac Escalade With Navigation System, Leather Seats, Sunroof", Accident History
Mercedes-Maybach,S-Class,2019,1153255,299537,Sedan,12,Automatic Transmission,Gasoline,Green, Dubai,"2019 Mercedes-Maybach S-Class With Navigation System, Adaptive Cruise Control", Dented Door
Kia,Sportage,2014,69324,174518,SUV,4,Automatic Transmission,Gasoline,Teal, Dubai,"2014 Kia Sportage With Bluetooth, Navigation System, Rear Camera", Dented Door
Hyundai,Palisade,2021,141003,117012,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2021 Hyundai Palisade With Adaptive Cruise Control, Bluetooth", Engine Repaired
Land-Rover,Range-Rover,2021,321730,46042,SUV,8,Automatic Transmission,Gasoline,Blue, Dubai,"2021 Land-Rover Range-Rover With Bluetooth, Leather Seats", Accident History
Hyundai,Sonata,2013,61676,99415,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2013 Hyundai Sonata With Navigation System, Sunroof, Leather Seats, Bluetooth", Repainted Bumper
Gmc,Yukon,2024,22600,56108,SUV,8,Automatic Transmission,Gasoline,White, Sharjah,"2024 Gmc Yukon With Navigation System, Sunroof, Adaptive Cruise Control, Rear Camera", Repainted Bumper
Toyota,Corolla,2005,38132,234999,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2005 Toyota Corolla With Sunroof, Rear Camera, Leather Seats", Dented Door
Infiniti,Qx60,2018,153373,225576,SUV,6,Automatic Transmission,Gasoline,Blue, Dubai,"2018 Infiniti Qx60 With Bluetooth, Sunroof, Navigation System, Rear Camera", Dented Door
Renault,Megane,2017,118280,175795,Hatchback,4,Automatic Transmission,Gasoline,White, Dubai,"2017 Renault Megane With Leather Seats, Rear Camera, Navigation System", Engine Repaired
Ford,Focus,2024,86601,51025,Hatchback,4,Manual Transmission,Gasoline,Other Color, Dubai,"2024 Ford Focus With Sunroof, Rear Camera", Minor Scratches
Rolls-Royce,Wraith,2011,1023359,255088,Coupe,12,Automatic Transmission,Gasoline,Red, Dubai,"2011 Rolls-Royce Wraith With Sunroof, Rear Camera", No Damage
Lexus,Rx-Series,2005,149095,53342,SUV,6,Automatic Transmission,Gasoline,Black, Sharjah,"2005 Lexus Rx-Series With Leather Seats, Navigation System", Engine Repaired
Mercedes-Benz,Slr,2006,4249664,135872,Soft Top Convertible,8,Automatic Transmission,Gasoline,Silver, Dubai,"2006 Mercedes-Benz Slr With Bluetooth, Leather Seats, Sunroof, Adaptive Cruise Control", Accident History
Toyota,Hiace,2023,44380,240411,Other,4,Manual Transmission,Gasoline,White, Sharjah,"2023 Toyota Hiace With Leather Seats, Rear Camera, Navigation System, Bluetooth", Repainted Bumper
Dodge,Ram,2012,99586,27940,Pick Up Truck,8,Automatic Transmission,Gasoline,Grey, Dubai,"2012 Dodge Ram With Leather Seats, Bluetooth, Adaptive Cruise Control, Rear Camera", No Damage
Land-Rover,Range-Rover,2024,246857,268244,SUV,8,Automatic Transmission,Gasoline,Black, Ajman,"2024 Land-Rover Range-Rover With Bluetooth, Adaptive Cruise Control, Leather Seats", Dented Door
Porsche,Cayenne,2008,31575,232549,SUV,8,Automatic Transmission,Gasoline,Gold, Dubai,"2008 Porsche Cayenne With Bluetooth, Rear Camera", Engine Repaired
Ferrari,599,2017,4002508,194137,Coupe,12,Automatic Transmission,Gasoline,Blue, Dubai,"2017 Ferrari 599 With Leather Seats, Adaptive Cruise Control", Accident History
Mercedes-Benz,Gt,2006,689296,136622,Coupe,8,Automatic Transmission,Gasoline,White, Sharjah,"2006 Mercedes-Benz Gt With Sunroof, Bluetooth, Navigation System", Minor Scratches
Porsche,Carrera,2010,214211,298525,Coupe,6,Automatic Transmission,Gasoline,Grey, Dubai,"2010 Porsche Carrera With Leather Seats, Bluetooth", Engine Repaired
Mercedes-Benz,E-Class,2018,174356,49898,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai,"2018 Mercedes-Benz E-Class With Navigation System, Adaptive Cruise Control, Bluetooth, Leather Seats", Repainted Bumper
Dodge,Charger,2023,123773,219840,Sedan,8,Automatic Transmission,Gasoline,Red, Dubai,"2023 Dodge Charger With Bluetooth, Rear Camera", No Damage
Ford,Edge,2020,16726,18712,SUV,6,Automatic Transmission,Gasoline,Blue, Dubai,"2020 Ford Edge With Navigation System, Adaptive Cruise Control, Sunroof", Accident History
Mercedes-Benz,G-Class,2005,1476926,293754,SUV,8,Automatic Transmission,Gasoline,Blue, Dubai,"2005 Mercedes-Benz G-Class With Navigation System, Adaptive Cruise Control, Leather Seats", Accident History
Ferrari,812-Gts,2023,2656394,227178,Hard Top Convertible,12,Automatic Transmission,Gasoline,White, Dubai,"2023 Ferrari 812-Gts With Leather Seats, Adaptive Cruise Control, Rear Camera", No Damage
Lexus,Rx-Series,2008,70764,258489,SUV,6,Automatic Transmission,Gasoline,White, Sharjah,"2008 Lexus Rx-Series With Bluetooth, Sunroof", Engine Repaired
Ford,F-Series-Pickup,2007,74660,139513,Pick Up Truck,8,Automatic Transmission,Gasoline,White, Abu Dhabi,"2007 Ford F-Series-Pickup With Navigation System, Bluetooth, Rear Camera", Engine Repaired
Land-Rover,Defender,2014,345736,122323,SUV,4,Manual Transmission,Diesel,Silver, Dubai,"2014 Land-Rover Defender With Navigation System, Leather Seats", Engine Repaired
Mazda,Cx-9,2009,144518,194445,SUV,4,Automatic Transmission,Gasoline,Black, Dubai,"2009 Mazda Cx-9 With Bluetooth, Navigation System, Rear Camera, Sunroof", Engine Repaired
Nissan,Patrol,2016,121299,238931,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2016 Nissan Patrol With Rear Camera, Adaptive Cruise Control, Sunroof, Bluetooth", Repainted Bumper
Toyota,Corolla,2012,50434,277103,Sedan,4,Automatic Transmission,Gasoline,Grey,Abu Dhabi,"2012 Toyota Corolla With Bluetooth, Leather Seats", Minor Scratches
Chevrolet,Silverado,2005,32281,204919,Pick Up Truck,8,Automatic Transmission,Gasoline,Brown, Dubai,"2005 Chevrolet Silverado With Navigation System, Rear Camera, Bluetooth", No Damage
Kia,Telluride,2008,123526,274902,SUV,6,Automatic Transmission,Gasoline,Other Color, Ajman,"2008 Kia Telluride With Leather Seats, Adaptive Cruise Control, Sunroof, Rear Camera", Dented Door
Ford,Edge,2022,83524,66670,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2022 Ford Edge With Bluetooth, Sunroof", Minor Scratches
Honda,Hr-V,2005,65175,109335,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2005 Honda Hr-V With Adaptive Cruise Control, Leather Seats, Sunroof", Dented Door
Land-Rover,Range-Rover-Sport,2013,325701,87386,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2013 Land-Rover Range-Rover-Sport With Rear Camera, Adaptive Cruise Control", Engine Repaired
Lexus,Ls-Series,2008,12810,92796,Sedan,8,Automatic Transmission,Gasoline,Green, Dubai,"2008 Lexus Ls-Series With Leather Seats, Sunroof, Rear Camera, Navigation System", Repainted Bumper
Ford,F-Series-Pickup,2011,247004,11008,Pick Up Truck,6,Automatic Transmission,Gasoline,White,Abu Dhabi,"2011 Ford F-Series-Pickup With Navigation System, Adaptive Cruise Control, Bluetooth", Repainted Bumper
Nissan,Tiida,2012,16608,155604,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai,"2012 Nissan Tiida With Adaptive Cruise Control, Navigation System", Engine Repaired
Infiniti,Q60,2023,81250,147985,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2023 Infiniti Q60 With Bluetooth, Rear Camera", Dented Door
Maserati,Quattroporte,2021,101824,36687,Sedan,6,Automatic Transmission,Gasoline,Other Color, Dubai,"2021 Maserati Quattroporte With Bluetooth, Leather Seats, Adaptive Cruise Control", Minor Scratches
Mercedes-Benz,E-Class,2017,52943,249449,Sedan,6,Automatic Transmission,Gasoline,Blue, Sharjah,"2017 Mercedes-Benz E-Class With Sunroof, Adaptive Cruise Control, Leather Seats", Accident History
Mitsubishi,Pajero,2006,56865,77074,SUV,6,Automatic Transmission,Gasoline,Brown, Dubai,"2006 Mitsubishi Pajero With Bluetooth, Navigation System, Sunroof", No Damage
Tesla,Model-3,2024,200528,227130,Sedan,,Automatic Transmission,Electric,Black, Dubai,"2024 Tesla Model-3 With Sunroof, Navigation System, Leather Seats, Rear Camera", No Damage
